section_id	section_title_en	description_en
719	Phenotypic mechanisms that favour foundational work	Discussion of “Phenotypic mechanisms that favour foundational work” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
720	Monotropism	Holding a compiler's dependency graph in your head for weeks. Hejlsberg working on languages since 1983 (Turbo Pascal). Lattner on compilers since 2003 (LLVM). Knuth on TAOCP since 1968. This is not a matter of discipline; it is an architecture of attention.
721	Special interests	Decades on a single thread without burning out from boredom. The NT brain has a built-in signal saying “this is unhealthy, find some balance” — and it works correctly. AuDHD does not produce that signal in relation to the object of interest. That is not an absence; it is an architectural feature.
722	Autistic pattern recognition	Seeing structural analogies between domains that are separate for NT people. Von Neumann: games, economics, quantum mechanics, computers, nuclear weapons — the same brain in different contexts.
723	ADHD hyperfocus	Fourteen-hour coding sessions in a flow state. The NT brain correctly signals “this is unhealthy.” The AuDHD brain does not produce that signal, or produces it and ignores it because of monotropism. The missing brake is a feature required for foundational work, not a defect.
724	Demand avoidance as a refactoring engine	An inability to tolerate a broken system that produces the impulse “I'll rewrite it properly” rather than “I'll adapt.” Most breakthrough projects are demand avoidance directed at an existing solution:
725	Tolerance for solitude in technical decision-making	Foundations are built under conditions in which nobody in the world can help, because you know that specific problem best. The NT brain is calibrated for social validation: it checks decisions through consultation and team consensus.
726	Layer 3 — linguistic-technical	Discussion of “Layer 3 — linguistic-technical” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
727	Three languages, three brains	Discussion of “Three languages, three brains” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
728	C — tired AuDHD	No garbage collector. Every allocated resource must be released manually. Forget free() and you get a memory leak, then an OOM kill. These are open loops: unfinished tasks do not release themselves, congestion grows, and eventually something crashes.
729	Python — rested AuDHD	Garbage collector. Unfinished tasks somehow dissolve; the brain has enough resources to handle them in the background. Open loops still exist, but they do not hurt physically.
730	JavaScript — NT	Everything somehow works: async, callback hell, “this” means different things in different contexts, type equality is bizarre ([] == ![] is true), but somehow it works, it is productive, and you can glue an application together quickly.
731	Why AuDHD hates JS	AuDHD hatred of JS is not a matter of taste; it is rejection at the level of cognitive architecture. JS is literally designed against the AuDHD brain:
732	Atwood's Law and its consequence	“Any application that can be written in JavaScript, will eventually be written in JavaScript.” This is a law of social scaling, not technical quality. It says that JS wins because it is plastic, because it is nondeterministic. The NT environment rewards plasticity.
733	Meta-level and the abstraction of abstraction	Building foundations requires a level of abstraction above something that is already 100% abstract. Writing a compiler for language X is not writing in language X; it is writing about language X in another language.
734	Layer 4 — cognitive-architectural (the strongest)	Discussion of “Layer 4 — cognitive-architectural (the strongest)” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
735	NT vs AuDHD memory — design assumptions	Discussion of “NT vs AuDHD memory — design assumptions” in the context of “AuDHD and foundational builders in IT — the hypothesis and its four layers”.
736	NT	Calibrated for bounded tasks with a data size known in advance. Miller's 7±2 items in working memory. Long-term memory organised semantically around narratives and social meanings. Sleep consolidation reduces details to summaries.
737	AuDHD	Knows from the outset that details cannot be reduced to a schema without losing relevant information. The difference between similar and identical is fundamental. There is no compressor that knows in advance what matters.
738	Four features of the AuDHD architecture	Hierarchical compression by structure, not meaning. NT compresses “what did it mean?” AuDHD compresses “how was it built?” A different compressor operating along a different axis.
739	Pointer-based memory — the only solution	Memory has finite capacity. The contents of the world do not. AuDHD has three options:
740	Consequences of pointer-based memory	You often do not know what you remember until you are asked: you have a pointer, not the content.
741	Pointers to pointers — a trivial consequence	If the basic unit is an address, an “address of an address” is the same operation one level higher. NT does not naturally have a “double dereference” operation. AuDHD does, trivially. This opens infinity:
742	Cycles as the default, not an edge case	The NT brain treats self-reference as an edge case. In the social world, loops are pathological: codependence, mobbing, gaslighting. NT designs systems in a mode of protecting against cycles. A cycle is an error to be handled.
743	Cycles that cannot be removed from the foundations of IT	Compiler bootstrapping: compiler X compiled in X. A closed loop that has to be started once in assembly and then lives on by itself.
744	Clinical equivalents of C problems in AuDHD	Episodic-memory confabulation. Ask about a moment from childhood and the dereference returns structure without content. AuDHD reconstructs from a structural rule and does not know that it is reconstructing.
745	Consequence for building the foundations of IT	An NT person writes C and gets tired because they have to consciously manage what is a native mode of memory in AuDHD. An NT C programmer has to imitate an AuDHD memory architecture in real time, manually.
746	Why the NT foundational builder does not exist	NT has to simulate AuDHD memory and cycle handling from inside an architecture designed antagonistically to them. Like running Linux on Windows through WSL: it works, but every operation costs a translation layer, and some things cannot be crossed without a restart.
747	An empty class of counterexamples	An attempt to find a living foundational builder without an AuDHD phenotype, in the narrowly defined sense:
748	Conclusion	The easy version of the hypothesis: 95%+ confidence. Anyone who reads ten interviews with foundational builders will see it.
749	AuDHD in plain language	A word to begin with. What is casually called a “normal” person is, in psychiatric language — when talking about autism or ADHD — called neurotypical.
750	ADHD	ADHD means that the dopamine and noradrenaline systems are badly calibrated. The baseline is too low and the signal unstable, so regulation of attention and drive does not start on command; it reacts to whatever happens to shake the system more strongly.
751	Autism	Autism means that information from all the senses — including proprioception and interoception — arrives in an almost raw form, with practically none of the filters that typical people have in abundance and well calibrated: they do not pay attention to colour and texture…
752	The senses school does not tell you about	School teaches that we have five senses: sight, hearing, smell, taste, and touch. That is not enough. We actually have at least three more, and they matter in the sentence above:
753	What “raw” means	Imagine a television. An ordinary TV does something you never think about: it smooths the image, turns down the background, and adjusts colours towards what it expects. It makes things look nice. Your brain does the same thing with reality — continuously, in the background, without asking your opinion.
754	The same applies to people	And this is the most important thing to understand: THE SAME mechanism operates when looking at another person. A typical brain looks at someone's face and automatically knows: “he's tired”, “she's angry but pretending she isn't”, “he feels awkward”.
755	Hunger	An autistic brain that hears every refrigerator can simultaneously fail to notice that you have not eaten for eight hours. That is not a contradiction. It is the same mechanism from the other side: signals from inside the body are quiet for the brain, and the background drowns them out.
756	Memory when autism and ADHD co-occur	The co-occurrence of autism and ADHD means that a person's memory works differently from most people's. Working memory and the memory of “I need to do something later” work very poorly. Memory for facts and systems in an interesting subject can be phenomenal.
757	Working memory — a small table	Working memory is the table on which you keep whatever you are thinking about right now. For someone with ADHD, that table is small. Very small. Four things fit on it and the fifth pushes the first one off. That is why you walk into another room and forget why.
758	The memory of “I need to do something later”	The same problem. The person cannot see the task; for them, it does not exist at the moment when it should. This is not “I forgot.” It is simply not in their head at that moment.
759	Memory for facts in an interesting subject	The other extreme. Someone with AuDHD who gets absorbed in a subject remembers details about it that neurotypical people simply cannot grasp. Once the autistic brain locks onto a topic, it goes all in and packs everything into a very dense, organised memory.
760	Memory of one's own experiences	It works in a distinctive way. Facts about an event — who was there, where, what was said, how long it lasted — are present. But the film of it, the emotion, the sense of “what it was like” can be weak or absent. A little like reading a description of your own life written by someone else.
761	Camouflaging	Camouflaging means consciously pretending all day to be more “normal” than you are — suppressing reflexes, putting on someone else's facial expressions, dampening reactions — while that constant background overwork eats through your resources until you burn out.
762	AuDHD in adults — features and patterns of functioning	Document version: 6.0 | Date: 2026-07-01, 15:21 (Europe/Warsaw) · Updated with the assistance of Claude Opus 4.8 (Anthropic)
763	CHAPTER ZERO — “I have autism and ADHD. What are your superpowers?”	A brief introduction to information processing that helps make the points that follow readable without jargon.
764	0. How information processing may be organised in AuDHD — research + clinical observation · introductory point	This point is not a “superpower” in a simple, sugary sense. It is better understood as a characteristic processing style that can be both a resource and a source of cost.
765	Table of contents	CHAPTER ZERO — “I have autism and ADHD. What are your superpowers?” 0. How information processing may be organised in AuDHD
766	GROUP I — Most readily recognised	Features and patterns of functioning that usually attract attention first.
767	1. Executive-function difficulties — research · widespread	Executive functions are a set of mental skills that make it possible to plan, organise, start and finish tasks, manage time, and switch between activities.
768	2. Chaotic hyperfocus — research + clinical observation · very common	Hyperfocus is a state of very deep, intense concentration on one thing — so deep that the rest of the world practically ceases to exist. Neurotypical people sometimes experience it too (e.g.
769	3. Internal conflict: routine vs novelty — research + clinical observation · widespread	This is one of the most characteristic patterns of functioning in AuDHD and, at the same time, one of the hardest to understand from the outside.
770	4. Emotional dysregulation — research · very common	Emotional dysregulation means that emotions arise faster, more strongly, and last longer than the person would like, while the ability to modulate them is limited.
771	5. Sensory overload — research · very common (69–93% of autistic people)	Most people have a natural filter in the brain that automatically turns down irrelevant sensory input — the hum of a refrigerator, the buzz of a fluorescent lamp, the touch of a clothing label.
772	6. Social difficulties with impulsivity — research + clinical observation · very common	Social interactions depend on many implicit rules — when it is your turn to speak, how long to look someone in the eye, when to change the subject, how to read tone of voice, when a joke is appropriate.
773	7. Difficulty falling asleep — a brain that does not switch off — research + clinical observation · very common	In the evening, when the surroundings quiet down and external stimuli weaken, the AuDHD brain does not become quiet with them. Quite the opposite: this is often when it starts to speed up.
774	8. Evening activation — the “night version of yourself” — research + clinical observation · very common	Many people with AuDHD describe how, after a whole day of struggling with the world — masking, processing stimuli, translating themselves to the world and the world to themselves — clarity of thought, creativity, and energy suddenly arrive in the evening. This is not accidental.
775	GROUP II — Commonly experienced, but often misinterpreted	Clinically important points that are easily read as personality traits rather than a neurodevelopmental profile.
776	9. Cyclical burnouts resembling depression — research + clinical observation · very common	Every few weeks or months there is a “collapse”: the person suddenly cannot function, everything overwhelms them, motivation disappears, and even getting out of bed may become impossible. From the outside, it looks exactly like a depressive episode.
777	10. Rejection sensitivity (RSD) — mainly clinical observation / lived experience · very common in people with ADHD	RSD (Rejection Sensitive Dysphoria) is not ordinary “sensitivity to criticism”, which everyone experiences.
778	11. Variable need for solitude — mainly clinical observation / lived experience · very common	For many people with AuDHD, the need for contact with other people is not constant. One day, talking, doing things together, and simply being with someone may be distinctly regulating; on another day, it may be very costly, even though the relationship itself remains important.
779	12. Intense empathy that looks like lack of empathy — research + clinical observation · common	This is one of the most dangerous myths about autism: that autistic people “lack empathy”. The reality can be the opposite.
780	13. Seeking and avoiding sensory input at the same time — research + clinical observation · very common	This is one of the more disorienting aspects of AuDHD, both for the person and for those around them.
781	14. Chronic lateness OR obsessive punctuality — research + clinical observation · very common (one or the other)	Two mechanisms operate here at once. The first is ADHD “time blindness”: a literal difficulty sensing the passage of time. Neurotypical people have something like an internal clock that gives them a rough sense of how much time has passed.
782	15. Cyclical interests — research + clinical observation · common	In “classic” autism, special interests can be long-lasting: a person may be fascinated by one subject for years or even for life.
783	16. Atypical reactions to medication and substances — mainly clinical observation / lived experience · common; very common for some people	This is a subject that receives little attention despite affecting everyday life. Autistic people show increased sensitivity to psychotropic medication; experts observe that atypical reactions — unusual or paradoxical responses — may be more frequent in this population.
784	17. The “all or nothing” effect in habits — mainly clinical observation / lived experience · very common	Neurotypical people can do something “more or less”: exercise three times a week, cook several times, occasionally order food. People with AuDHD have a fundamental difficulty with this. Either they exercise every day at the same time in the same way, or not at all.
785	GROUP III — Subtle, easily overlooked	Common and important areas that are less obvious from the outside.
786	18. The order-and-chaos paradox — mainly clinical observation / lived experience · very common	An outsider enters the home of a person with AuDHD and sees something apparently impossible: a spice drawer sorted alphabetically beside a worktop covered in three days of clutter. A wardrobe organised by colour, but a bathroom in chaos.
787	19. Procrastination through perfectionism — research + clinical observation · very common	This is not ordinary putting things off. It is a specific blockage in which the person does not start a task because they already know they will not be able to do it as well as they would like.
788	20. Repetitive movements and gestures that regulate the nervous system (stimming) — research · widespread but often unrecognised	Stimming, meaning self-stimulatory or self-regulatory behaviour, includes repetitive movements, gestures, and small actions that help keep the nervous system in a more tolerable balance.
789	21. Weak interoception — you do not feel what is happening in your body — research + clinical observation · common	Interoception is the sense that tells the brain what is happening inside the body: hunger, thirst, a full bladder, fatigue, temperature, pain, heart rate.
790	22. Alexithymia — you cannot name what you feel — research · common (40–65% of autistic people)	Alexithymia is difficulty identifying, distinguishing, and describing one's own emotions. It is not the same as “having no emotions”: the emotions are there, often very intense, but there is no clear access to them.
791	23. Social camouflaging alternating with social impulsivity — research + clinical observation · very common	Camouflaging is a conscious or unconscious process of hiding autistic traits in order to appear “normal”: forcing eye contact, copying other people's social behaviour, suppressing natural reactions.
792	24. Decision fatigue — research + clinical observation · common	Every decision requires mental energy; that is normal for everyone. But for people with AuDHD, even small choices can be devastating because they engage two systems at once.
793	25. A distinctive relationship with food — research + clinical observation · common	This combines several mechanisms. Weak interoception means that hunger is not felt gradually: the person forgets to eat for half a day, then suddenly becomes so hungry that they cannot think clearly.
794	26. Difficulty transitioning between activities (autistic inertia) — research + clinical observation · widespread	This is not procrastination. It is physical resistance of the nervous system to changing state. Imagine travelling on a freight train: stopping it takes time and energy, and accelerating it again takes even more.
795	27. Variable sensory thresholds — research + clinical observation · common	Sensory thresholds are the levels at which a stimulus begins to become disturbing. In neurotypical people these thresholds are relatively stable: if loud music bothers someone, it tends to bother them more or less consistently.
796	28. Brilliant in a crisis, paralysed in calm conditions — mainly clinical observation / lived experience · common	For some people with AuDHD, action starts more easily under clear pressure than in calm, predictable everyday conditions.
797	29. Demand avoidance — mainly clinical observation / lived experience · common; very common for some people	This goes much deeper than “I can't be bothered.” Imagine that you know what you have to do — for example, reply to an important email — you want to do it, you understand the consequences of not replying, and still you physically cannot do it. The body refuses to cooperate.
798	30. Coordination and proprioception difficulties — research + clinical observation · fairly common	Proprioception is the sense that tells the brain where different parts of the body are in space without looking. It is what lets you touch your nose with your eyes closed or walk up stairs without looking at your feet.
799	31. Compensating one condition with the other — research + clinical observation · common	This is a fascinating and very AuDHD-specific mechanism: features of one condition can be used to mitigate difficulties caused by the other.
800	GROUP IV — Deep, rarely discussed	More phenomenological, identity-related, and relational points.
801	32. Encyclopaedic memory beside “goldfish” memory — research + clinical observation · very common	The AuDHD brain has two completely different memory systems operating independently. Long-term memory for things that once entered the “attention tunnel” can be phenomenal: a person may remember detailed dialogue from a film watched 15 years ago, a licence plate…
802	33. Forgetting that you know something — mainly clinical observation / lived experience · common	A subtle but frustrating experience. The knowledge is in the head — the person genuinely knows it — but cannot retrieve it on demand. It is like having a library with thousands of books but no catalogue.
803	34. Thinking in systems, difficulty explaining them — research + clinical observation · common	The AuDHD brain sees patterns, links, and structures in a way that is internally highly logical, but the logic is associative and nonlinear. That makes it difficult to translate into ordinary speech, which is linear…
804	35. Background processing — mainly clinical observation / lived experience · common	The person appears not to be listening: their gaze drifts, replies are brief, they seem absent. Then, hours or days later, they return with a complete, complex, carefully thought-through solution to the problem that was discussed. What happened?
805	36. Social chameleonism (identity diffusion) — research + clinical observation · very common, especially in women	This is deeper than masking alone: it is losing oneself in the process of adaptation. The person unconsciously adjusts not only behaviour but also personality, interests, speaking style, and even sense of humour to the person they are talking to.
806	37. Moral scrupulosity — mainly clinical observation / lived experience · fairly common	This is not simply a “strong conscience”. It is an inner critic that never falls silent and judges every decision, every word, and every act against rigid, often impossibly high moral standards.
807	38. Talking too much or too little, with no middle — research + clinical observation · very common	AuDHD communication has two modes that switch in ways that are difficult to control. Mode one is infodumping: when a subject enters the “attention tunnel”, the person may talk about it at length, in detail and with passion, moving into details nobody asked for, because every…
808	39. Sensitivity to injustice that becomes paralysing — research + clinical observation · common	Many neurotypical people see an injustice, frown, and then return to their own affairs. A person with AuDHD may be unable to do that.
809	40. Loving by sharing information — mainly clinical observation / lived experience · common	Neurotypical people express affection in many ways: gifts, time together, words of affirmation, help, touch. People with AuDHD often have another, rarely recognised “love language”: sharing information.
810	41. A hunger for closeness that is frightening — mainly clinical observation / lived experience · common	Many people with AuDHD have a very strong need for closeness, especially after years of isolation, misunderstanding, and feeling “different”. Finding someone who genuinely understands can be rare, so the bond may carry exceptional importance.
811	42. Need for verbal confirmation of relationship rules — mainly clinical observation / lived experience · fairly common	“Are we close? Can I call you for no reason? Are you angry with me? Is our relationship OK?” Neurotypical people infer this information from context: tone of voice, frequency of contact, implicit signals.
812	43. Delayed physical symptoms of stress — research + clinical observation · fairly common	For some people, stress does not produce a clear signal while it is building. Instead, the body reacts only later: headache, feeling unwell, muscle tension, stomach problems, or sudden exhaustion can appear, seemingly without an obvious cause.
813	44. Pain that is “wrong” — research + clinical observation · fairly common	Pain processing in people with AuDHD can be atypical in both directions. A threshold that is too low: the person reacts to stimuli that do not cause pain in others — a light bump, pressure from a sock elastic, the touch of certain materials.
814	45. Fatigue with no bottom — research + clinical observation · widespread	This is not ordinary tiredness that disappears after a night's sleep. It is systemic fatigue, arising from the fact that an AuDHD brain works harder than a neurotypical brain through every minute of the day.
815	46. Double processing of reality — mainly clinical observation / lived experience · variable	This point describes the experience of some people who feel that they process situations on at least two levels at once. One level concerns facts, structure, sequence, and what can be logically organised.
816	47. Feeling “too much” and “not enough” at the same time — mainly clinical observation / lived experience · widespread	This is one of the most painful experiences shared by almost all people with AuDHD. “Too much” emotion, thought, intensity, words, sensitivity, reactions, needs. Too loud, too strong, too detailed, too direct.
817	48. An internal “translator” running non-stop — research + clinical observation · widespread	Neurotypical people move through the social world largely automatically: interpreting facial expressions, tone of voice, and situational context happens outside conscious attention, like breathing. For people with AuDHD, this process is conscious.
818	49. Nostalgia as regulation — mainly clinical observation / lived experience · common	A person with AuDHD returns to the same films, songs, games, and childhood books, not merely out of sentimentality, although that can be part of it, but for a deeper reason.
819	50. An internal monologue that never switches off — mainly clinical observation / lived experience · very common	For some people with AuDHD, the internal monologue can be extremely intense: thoughts, associations, rehearsal conversations, images, plans, and analyses may continue almost without interruption. Not everyone describes it in the same way, but many say that the mind rarely becomes truly “quiet”.
820	51. Feeling that time works differently — research + clinical observation · common	For people with AuDHD, time is not a linear, evenly moving line; it is more like an elastic substance that stretches and contracts. An hour in hyperfocus may feel like five minutes. An hour in a doctor's waiting room may feel like three hours.
821	52. Identity crisis when interests change — mainly clinical observation / lived experience · fairly common	This experience goes deeper than “changing hobbies”. Autistic people often build identity around special interests: “I am a person who…” makes ceramics / programs / knows about mushrooms / plays guitar.
822	53. Longing for a self you have not yet met — mainly clinical observation / lived experience · common	This feeling is difficult to explain to someone who has never experienced it. Somewhere beneath layers of masking, compensation, adaptation, and “playing a role” there is a real “self”.
823	54. Collecting information “for later” — research + clinical observation · common	Hundreds of open browser tabs. Dozens of saved articles “to read”. Files on disk about subjects that “may come in useful someday”. Online courses nobody will finish, but simply having access to them provides comfort.
824	55. A distinctive sense of humour — mainly clinical observation / lived experience · common	AuDHD humour is often based on mechanisms that require an atypical processing style: wordplay, literal readings of metaphor, unexpected associations, absurdity carried to its logical extreme, niche references, or…
825	56. Over-explaining yourself and apologising for existing — mainly clinical observation / lived experience · very common	“Sorry for asking.” “Sorry to bother you.” “Sorry I talk so much.” “Sorry that…” — compulsive apologising for things that require no apology.
826	57. Doing tasks “out of order” — mainly clinical observation / lived experience · common	Washing dishes but starting with teaspoons because they have the most pleasant texture. Cleaning a room but beginning by sorting books by colour. Writing a report from the third paragraph because that one is the most interesting.
827	58. Feeling like you are “pretending to be an adult” — mainly clinical observation / lived experience · very common	People of the same age seem to know how life works: how to pay bills on time, make a doctor's appointment, keep things tidy, shop regularly, manage finances, maintain friendships.
828	59. Underachievement that hurts — research + clinical observation · common	The feeling of having potential you cannot turn into reality. The person knows they are intelligent: they see patterns, understand complex systems, and have deep, original thoughts.
829	60. Needing to understand “why” before doing anything — research + clinical observation · very common	“Just do it” does not work. Not out of defiance, laziness, or a need for control. A brain that processes the world bottom-up needs context in order to place a task inside a larger structure.
830	61. Feeling like you are “from another planet” — research + clinical observation · widespread	A sense of being different accompanies most people with AuDHD from their earliest memories, before they had any words for it. This is not necessarily a sense of “being worse”, although that can accompany it.
831	62. A deep need to be understood, not fixed — mainly clinical observation / lived experience · widespread	This final point does not describe a single feature in the strict sense. Rather, it gathers what the earlier observations lead to: after years of shaming, constant correction, and pressure to fit in, many people with AuDHD need not more advice, but…
832	Final notes	If you are reading this material for the first time, the most important point is this: AuDHD does not simply mean “a bit of autism and a bit of ADHD”.
833	Main bibliography	Some sources support the overall picture of AuDHD best; others support specific points more directly. For the more experiential points, I selected sources closest to the subject rather than pretending there is a perfect paper about every exact formulation.
834	Autism and regulation of speech	Far too little or far too much — and what follows from that
835	The thesis in compact form	Autistic people usually speak either far too little or far too much relative to what the social situation expects of them.
836	Elaboration	Discussion of “Elaboration” in the context of “Autism and regulation of speech — thesis and mechanism”.
837	Where the “too little or too much” bimodality comes from	In neurotypical people, the amount of speech is regulated automatically, subconsciously, and in real time through constant reading of feedback from the other person: eye contact, facial expression, posture, tiny nods, and the length of pauses.
838	Language pragmatics — where the specific difficulty lies	In their literature review, Loukusa and Moilanen (2009) show that pragmatic deficits are present in autism even when the structural aspects of language — grammar and vocabulary — are preserved or above average.
839	Why it is easy to “get an autistic person going”	The mechanism is simple and follows directly from the “too much” mode. Three elements are enough:
840	What it looks like from the exploiter's side	Most often, it is unconscious. A manager who wants to know what is really happening in the team intuitively chooses to talk to the person who “knows everything and is happy to tell you”.
841	What to do about it	Use an external time counter. A clock on the desk, an alarm on the phone. Three minutes for an answer. Five minutes for a monologue. Then stop, regardless of whether the subject is finished. Internal regulation fails; external regulation — physical and mechanical — works.
842	Sources	Grice, H. P. (1975). Logic and conversation. In P. Cole & J. L. Morgan (Eds.), Syntax and Semantics, Vol. 3: Speech Acts (pp. 41–58). New York: Academic Press.
843	What it means that I have AuDHD	A short guide for people close to me
844	What AuDHD is	AuDHD is shorthand for two things co-occurring in one person: autism (ASD) and ADHD. Not one or the other — both at once, interacting with each other.
845	What you probably think ADHD is — and why that is not true	“ADHD is a hyperactive child who cannot sit still at a desk.”
846	What you probably think autism is — and why that is not true	“Autism is Rain Man. Or a child who does not speak and spins wheels.”
847	Why AuDHD is harder than either condition on its own	ADHD and autism pull in opposite directions in many areas. Autism needs routine; ADHD cannot stand monotony. Autism pushes a person to control every social interaction; ADHD inserts impulsive comments right in the middle of that control.
848	“But you looked normal”	Yes. Because almost everything went into making that happen.
849	What to do about it	Nothing special. Know. Do not say “everyone is a little ADHD”, because that is like telling someone with asthma that everyone sometimes finds it hard to breathe. Do not look for solutions. Do not question the diagnosis.
850	Long list of publications	Discussion of “Long list of publications” in the context of “Long list of publications — 4.00”.
851	Overview	Books, chapters, and theses: 25 (stand-alone books: 19; book chapters: 5; thesis: 1). Scientific articles: 77 (with DOI: 72; without DOI: 5). Total: 102 items (main list: 77; Appendix 1: 20; Appendix 2: 5).
852	The 15 most important for this body of work	A selection for a person with AuDHD in a corporate environment: camouflaging, open loops, double empathy, monotropism, self-medication, risk, and the direct overlap of ASD and ADHD in adulthood. The original TOP 10 was retained; five new items were added from Appendix 1.
853	Appendix 1 — ASD ↔ ADHD / AuDHD: supplement	20 new articles added on 2026-08-26: 7 items derived from the bibliography/citations of the Centrum Aura article and 13 additional items selected to address identified gaps: the direct ASD+ADHD phenotype, life-course development, families and genetics, functioning…
854	Appendix 2 — After a late diagnosis: what next?	5 papers added on 2026-08-26 as a separate response to a practical gap: not “what is AuDHD / autism in adults?”, but what happens after an adult diagnosis, what forms of support people need, and what helps them process the diagnosis and regain…
855	How many people with AuDHD are there in Poland?	An introduction to the estimate — extrapolation, assumptions, and scenario range.
856	Abstract	There is no direct answer in Polish national data to the question of how many adults in Poland have AuDHD, meaning co-occurring autism spectrum disorder and ADHD.
857	1. Research question and its limitations	AuDHD is an informal, descriptive term for the co-occurrence of autism spectrum disorder (ASD) and attention-deficit/hyperactivity disorder (ADHD). It is not a separate classification entity in either DSM-5-TR or ICD-11.
858	1.1. Three different barriers, not one	The DSM-IV prohibition on co-diagnosis is often described as the only historical obstacle. In reality, there are three barriers affecting Polish adults, and they are qualitatively different:
859	2. State of knowledge	Discussion of “2. State of knowledge” in the context of “How many people with AuDHD are there in Poland? An introduction to the estimate — v03.00”.
860	2.1. Prevalence of ASD in adults	The global median prevalence of ASD estimated from population studies conducted after 2000 is 62 per 10,000, or about 0.62% (Fombonne et al.).
861	2.2. Prevalence of ADHD in adults	The meta-analysis by Song et al. (2021), based on global data, provides two estimates:
862	2.3. Degree of overlap between ASD and ADHD	This is the coefficient that carries the greatest weight in the entire calculation, and it is where v01.00 contained its largest error. Published values diverge not randomly, but systematically according to sample type.
863	2.4. Adult population of Poland	According to Statistics Poland, on 31 March 2026 Poland's population was about 37.28 million. Median age: 43 years. Using the age structure from the UN 2024 revision, the number of adults aged 18 and over can be estimated at about 30.5 million.
864	3. Material and method	The calculation is carried out by two routes, A and B, and the result is compared with system-level data, C. Route C is not a third estimate: it does not calculate population size, but measures what proportion of that population is visible to the system.
865	3.1. The model is conditional, not independence-based	This distinction is crucial to interpreting the entire calculation, so it is stated explicitly.
866	3.2. Calculation routes	Route A — from the autism side. AuDHD = adult population × ASD prevalence × f1. This is the primary route because f1 is measured better than f2.
867	4. Results	Discussion of “4. Results” in the context of “How many people with AuDHD are there in Poland? An introduction to the estimate — v03.00”.
868	4.1. Route A — from the autism side	An ASD prevalence of 1.5% in 30.5 million adults gives 457,500 adults on the spectrum. The result depends on which f1 is adopted:
869	4.2. Route B — from the ADHD side	An ADHD prevalence of 4.0% in 30.5 million adults gives 1,220,000 adults with ADHD. Each result from route A implies a particular f2:
870	4.3. Comparison of routes	Central estimate: about 176,000 with f1 = 38.5% and f2 = 14.4%. The interval arising from uncertainty in f1 alone, under the central prevalence assumptions, is 128,000–229,000.
871	4.3a. Internal closure of assumptions	The same number of people with AuDHD must be calculable from both directions. Hence the closure condition:
872	4.4. Route C — system diagnoses	How many of these people actually have both diagnoses recorded in their documentation?
873	5. External comparisons	Interpretive note: the values below come from two different kinds of sources and are not directly comparable. Prevalence estimates indicate how many people have a given profile; billing data indicate how many people the system knows about. They are separated below.
874	6. Limitations	The co-occurrence coefficient depends on sample type. This is the main limitation and also the main correction relative to v01.00 and v02.00.
875	7. Preliminary conclusions and directions for further work	The number of adults with AuDHD in Poland in 2026 is most likely around 175,000, with a range of 130,000–230,000 under the central prevalence assumptions and a full scenario range of 85,000–420,000.
876	8. Sources	Song P, Zha M, Yang Q et al. (2021). The prevalence of adult attention-deficit hyperactivity disorder: A global systematic review and meta-analysis. J Glob Health 11:04009.
877	Cognitive science, AI, and cognitive errors	Observations by Maciej Tora and explanations from Claude — about pointer-based memory, limits of sleep consolidation, AI architecture, attribution in summaries, Grandma Genowefa's Polaroids, the white bear, the positive-writing rule, and also why…
878	Starting point — three kinds of memory, three architectures	Discussion of “Starting point — three kinds of memory, three architectures” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
879	NT — schema-based, value-based	Memory calibrated for bounded tasks of known size. Miller's 7±2 items in working memory. Long-term memory organised semantically around narratives and social meanings. Sleep consolidation reduces details to summaries.
880	AuDHD — pointer-based	From the outset, the system knows that every task will generate so much data that it will first overflow RAM and, shortly afterwards, SSD. The only scalable solution is to store pointers, not contents.
881	AI (transformer) — attention as pointer-based	The architecture of language models such as Claude is natively pointer-based: every token in the sequence “points” to other tokens with different attention weights. The representation is a graph of connections, not a set of schemas.
882	Memory consolidation — how things move from short-term to long-term	Discussion of “Memory consolidation — how things move from short-term to long-term” in the context of “Cognitive science, AI, and cognitive errors — observations on memory, confabulation, attribution, and therapy for ND people”.
883	The mechanism in humans	SWS (deep sleep): transferring declarative and procedural memory from the hippocampus to the cortex. Literally, a “copy pointers from RAM to SSD” operation.
884	Signals of impaired consolidation	Teeth grinding during sleep as hard evidence that REM atonia is not functioning properly. In healthy REM, the body is paralysed from the neck down, apart from breathing and eye movements. Tonic tension of the tongue and jaw during sleep means that atonia does not include the face or that REM is shallow.
885	Strategies for working around impaired consolidation	Verbalisation in your own words. The act of paraphrasing forces working memory to process information rather than merely hold it. AuDHD has to process in order to store.
886	The surgical metaphor	A surgeon can explain, step by step, to the least stupid B in the unit what private SZ should do, ask B what he can see, and whether SZ is bleeding heavily or only a little.
887	Translation of the metaphor	Surgeon = consciousness, intellect, plan. Knows what needs to be done. Has no eyesight = no direct access to the operator. AuDHD consciousness cannot directly write something into long-term memory. It can only pass instructions.
