section_id	document_id	collection	document_code	section_order	title_pl	title_en	description_pl	description_en
807	27	audhd	AU11	46	38. Mówienie za dużo lub za mało, bez środka badania + obserwacja kliniczna bardzo częste	38. Talking too much or too little, with no middle — research + clinical observation · very common	"Komunikacja AuDHD ma dwa tryby, które przełączają się w sposób trudny do kontrolowania. Tryb pierwszy: infodumping — kiedy temat wchodzi w „tunel uwagi"", osoba może mówić o nim długo, szczegółowo, z pasją, wchodząc w detale, o które nikt nie prosił, bo każdy…"	AuDHD communication has two modes that switch in ways that are difficult to control. Mode one is infodumping: when a subject enters the “attention tunnel”, the person may talk about it at length, in detail and with passion, moving into details nobody asked for, because every…
808	27	audhd	AU11	47	39. Wrażliwość na niesprawiedliwość, która paraliżuje badania + obserwacja kliniczna częste	39. Sensitivity to injustice that becomes paralysing — research + clinical observation · common	Wiele osób neurotypowych widzi niesprawiedliwość, marszczy brwi, a potem wraca do swoich spraw. Osoba AuDHD nie potrafi tego zrobić.	Many neurotypical people see an injustice, frown, and then return to their own affairs. A person with AuDHD may be unable to do that.
809	27	audhd	AU11	48	40. Kochanie przez dzielenie się informacjami głównie obserwacja kliniczna / doświadczenie częste	40. Loving by sharing information — mainly clinical observation / lived experience · common	"Osoby neurotypowe wyrażają uczucia na wiele sposobów — prezenty, czas spędzony razem, słowa potwierdzenia, pomoc, dotyk. Osoby AuDHD mają jeszcze jeden, rzadko rozpoznawany „język miłości"": dzielenie się informacjami."	Neurotypical people express affection in many ways: gifts, time together, words of affirmation, help, touch. People with AuDHD often have another, rarely recognised “love language”: sharing information.
810	27	audhd	AU11	49	41. Głód bliskości, który przeraża głównie obserwacja kliniczna / doświadczenie częste	41. A hunger for closeness that is frightening — mainly clinical observation / lived experience · common	Wiele osób z AuDHD ma bardzo silną potrzebę bliskości, zwłaszcza po latach poczucia izolacji, niezrozumienia i „inności”. Znalezienie kogoś, kto naprawdę rozumie, bywa rzadkie, dlatego więź może mieć dla nich wyjątkowo duże znaczenie.	Many people with AuDHD have a very strong need for closeness, especially after years of isolation, misunderstanding, and feeling “different”. Finding someone who genuinely understands can be rare, so the bond may carry exceptional importance.
811	27	audhd	AU11	50	42. Potrzeba werbalnego potwierdzania zasad relacji głównie obserwacja kliniczna / doświadczenie dość częste	42. Need for verbal confirmation of relationship rules — mainly clinical observation / lived experience · fairly common	"„Czy jesteśmy blisko? Czy mogę do ciebie zadzwonić bez powodu? Czy jesteś na mnie zły? Czy nasza relacja jest OK?"" — osoby neurotypowe wyciągają te informacje z kontekstu: tonu głosu, częstotliwości kontaktu, niejawnych sygnałów."	“Are we close? Can I call you for no reason? Are you angry with me? Is our relationship OK?” Neurotypical people infer this information from context: tone of voice, frequency of contact, implicit signals.
812	27	audhd	AU11	51	43. Fizyczne objawy stresu z opóźnieniem badania + obserwacja kliniczna dość częste	43. Delayed physical symptoms of stress — research + clinical observation · fairly common	U części osób stres nie daje czytelnego sygnału w chwili, gdy narasta. Zamiast tego ciało reaguje dopiero po czasie: pojawia się ból głowy, rozbicie, napięcie mięśni, problemy żołądkowe albo nagłe wyczerpanie, pozornie bez wyraźnej przyczyny.	For some people, stress does not produce a clear signal while it is building. Instead, the body reacts only later: headache, feeling unwell, muscle tension, stomach problems, or sudden exhaustion can appear, seemingly without an obvious cause.
813	27	audhd	AU11	52	"44. Ból, który jest „niewłaściwy"" badania + obserwacja kliniczna dość częste"	44. Pain that is “wrong” — research + clinical observation · fairly common	Przetwarzanie bólu u osób AuDHD bywa atypowe — i to w obu kierunkach. Zbyt niski próg: osoba reaguje na bodźce, które u innych nie wywołują bólu — lekkie uderzenie, ucisk gumki od skarpetki, dotyk pewnych materiałów.	Pain processing in people with AuDHD can be atypical in both directions. A threshold that is too low: the person reacts to stimuli that do not cause pain in others — a light bump, pressure from a sock elastic, the touch of certain materials.
814	27	audhd	AU11	53	45. Zmęczenie, które nie ma dna badania + obserwacja kliniczna powszechne	45. Fatigue with no bottom — research + clinical observation · widespread	To nie jest zwykłe zmęczenie, które mija po przespanej nocy. To zmęczenie systemowe — wynikające z faktu, że mózg AuDHD pracuje ciężej niż mózg neurotypowy przez każdą minutę dnia.	This is not ordinary tiredness that disappears after a night's sleep. It is systemic fatigue, arising from the fact that an AuDHD brain works harder than a neurotypical brain through every minute of the day.
815	27	audhd	AU11	54	46. Podwójne przetwarzanie rzeczywistości głównie obserwacja kliniczna / doświadczenie zróżnicowane	46. Double processing of reality — mainly clinical observation / lived experience · variable	Ten punkt opisuje doświadczenie części osób, które mają poczucie, że przetwarzają sytuacje co najmniej na dwóch poziomach jednocześnie. Jeden poziom dotyczy faktów, struktury, sekwencji i tego, co da się logicznie uporządkować.	This point describes the experience of some people who feel that they process situations on at least two levels at once. One level concerns facts, structure, sequence, and what can be logically organised.
816	27	audhd	AU11	55	"47. Poczucie, że się jest „za dużo"" i „za mało"" jednocześnie głównie obserwacja kliniczna / doświadczenie powszechne"	47. Feeling “too much” and “not enough” at the same time — mainly clinical observation / lived experience · widespread	"To jedno z najbardziej bolesnych doświadczeń, które łączy prawie wszystkie osoby AuDHD. „Za dużo"" emocji, myśli, intensywności, słów, wrażliwości, reakcji, potrzeb. Za głośno, za mocno, za szczegółowo, za bezpośrednio."	This is one of the most painful experiences shared by almost all people with AuDHD. “Too much” emotion, thought, intensity, words, sensitivity, reactions, needs. Too loud, too strong, too detailed, too direct.
817	27	audhd	AU11	56	"48. Wewnętrzny „tłumacz"" działający non-stop badania + obserwacja kliniczna powszechne"	48. An internal “translator” running non-stop — research + clinical observation · widespread	Osoby neurotypowe poruszają się po świecie społecznym w dużej mierze automatycznie — interpretacja mimiki, tonu głosu, kontekstu sytuacyjnego dzieje się poza świadomą uwagą, jak oddychanie. U osób AuDHD ten proces jest świadomy.	Neurotypical people move through the social world largely automatically: interpreting facial expressions, tone of voice, and situational context happens outside conscious attention, like breathing. For people with AuDHD, this process is conscious.
818	27	audhd	AU11	57	49. Nostalgia jako regulacja głównie obserwacja kliniczna / doświadczenie częste	49. Nostalgia as regulation — mainly clinical observation / lived experience · common	Osoba AuDHD wraca do tych samych filmów, piosenek, gier, książek z dzieciństwa — nie z sentymentu (choć to też), ale z głębszego powodu.	A person with AuDHD returns to the same films, songs, games, and childhood books, not merely out of sentimentality, although that can be part of it, but for a deeper reason.
819	27	audhd	AU11	58	50. Wewnętrzny monolog, który nigdy się nie wyłącza głównie obserwacja kliniczna / doświadczenie bardzo częste	50. An internal monologue that never switches off — mainly clinical observation / lived experience · very common	Wewnętrzny monolog bywa u części osób z AuDHD bardzo intensywny: myśli, skojarzenia, rozmowy próbne, obrazy, plany i analizy mogą toczyć się niemal bez przerwy. Nie każda osoba opisze to tak samo, ale wiele mówi o poczuciu, że umysł rzadko naprawdę „milknie”.	For some people with AuDHD, the internal monologue can be extremely intense: thoughts, associations, rehearsal conversations, images, plans, and analyses may continue almost without interruption. Not everyone describes it in the same way, but many say that the mind rarely becomes truly “quiet”.
820	27	audhd	AU11	59	51. Poczucie, że czas działa inaczej badania + obserwacja kliniczna częste	51. Feeling that time works differently — research + clinical observation · common	Czas u osób AuDHD nie jest linearną, równomierną linią — jest raczej elastyczną substancją, która rozciąga się i kurczy. Godzina w hiperfokusie trwa subiektywnie pięć minut. Godzina w poczekalni u lekarza trwa subiektywnie trzy godziny.	For people with AuDHD, time is not a linear, evenly moving line; it is more like an elastic substance that stretches and contracts. An hour in hyperfocus may feel like five minutes. An hour in a doctor's waiting room may feel like three hours.
821	27	audhd	AU11	60	52. Kryzys tożsamości przy zmianie zainteresowań głównie obserwacja kliniczna / doświadczenie dość częste	52. Identity crisis when interests change — mainly clinical observation / lived experience · fairly common	"To doświadczenie jest głębsze niż „zmiana hobby"". Osoby autystyczne często budują tożsamość wokół swoich zainteresowań specjalnych — „jestem osobą, która..."" robi ceramikę / programuje / zna się na grzybach / gra na gitarze."	This experience goes deeper than “changing hobbies”. Autistic people often build identity around special interests: “I am a person who…” makes ceramics / programs / knows about mushrooms / plays guitar.
822	27	audhd	AU11	61	53. Tęsknota za niepoznanym jeszcze sobą głównie obserwacja kliniczna / doświadczenie częste	53. Longing for a self you have not yet met — mainly clinical observation / lived experience · common	"To poczucie, które trudno wytłumaczyć komuś, kto go nie doświadczył. Gdzieś pod warstwami maskowania, kompensacji, adaptacji i „grania roli"" — jest prawdziwe „ja""."	This feeling is difficult to explain to someone who has never experienced it. Somewhere beneath layers of masking, compensation, adaptation, and “playing a role” there is a real “self”.
823	27	audhd	AU11	62	"54. Zbieranie informacji „na zapas"" badania + obserwacja kliniczna częste"	54. Collecting information “for later” — research + clinical observation · common	"Setki otwartych zakładek w przeglądarce. Dziesiątki zapisanych artykułów „do przeczytania"". Pliki na dysku o tematach, które „mogą się kiedyś przydać"". Kursy online, których nikt nie ukończy, ale sam fakt posiadania dostępu daje komfort."	Hundreds of open browser tabs. Dozens of saved articles “to read”. Files on disk about subjects that “may come in useful someday”. Online courses nobody will finish, but simply having access to them provides comfort.
824	27	audhd	AU11	63	55. Specyficzny humor głównie obserwacja kliniczna / doświadczenie częste	55. A distinctive sense of humour — mainly clinical observation / lived experience · common	Humor osób z AuDHD bywa często oparty na mechanizmach, które wymagają nietypowego stylu przetwarzania: grze słów, dosłownym odczytaniu metafory, nieoczekiwanym skojarzeniu, absurdzie doprowadzonym do logicznej skrajności, niszowych odniesieniach albo…	AuDHD humour is often based on mechanisms that require an atypical processing style: wordplay, literal readings of metaphor, unexpected associations, absurdity carried to its logical extreme, niche references, or…
825	27	audhd	AU11	64	56. Nadmierne tłumaczenie się i przepraszanie za istnienie głównie obserwacja kliniczna / doświadczenie bardzo częste	56. Over-explaining yourself and apologising for existing — mainly clinical observation / lived experience · very common	"„Przepraszam, że pytam"". „Przepraszam, że przeszkadzam"". „Przepraszam, że tak dużo mówię"". „Przepraszam, że…"" — kompulsywne przepraszanie za rzeczy, które nie wymagają przeprosin."	“Sorry for asking.” “Sorry to bother you.” “Sorry I talk so much.” “Sorry that…” — compulsive apologising for things that require no apology.
826	27	audhd	AU11	65	"57. Wykonywanie zadań „nie po kolei"" głównie obserwacja kliniczna / doświadczenie częste"	57. Doing tasks “out of order” — mainly clinical observation / lived experience · common	Zmywanie naczyń, ale zaczynanie od łyżeczek, bo mają najprzyjemniejszą fakturę. Sprzątanie pokoju, ale zaczynanie od segregowania książek według koloru. Pisanie raportu od trzeciego akapitu, bo ten jest najciekawszy.	Washing dishes but starting with teaspoons because they have the most pleasant texture. Cleaning a room but beginning by sorting books by colour. Writing a report from the third paragraph because that one is the most interesting.
827	27	audhd	AU11	66	"58. Poczucie „udawania dorosłego"" głównie obserwacja kliniczna / doświadczenie bardzo częste"	58. Feeling like you are “pretending to be an adult” — mainly clinical observation / lived experience · very common	Osoby w tym samym wieku wydają się wiedzieć, jak się żyje — jak płacić rachunki na czas, umówić się do lekarza, utrzymać porządek, robić zakupy regularnie, zarządzać finansami, utrzymywać przyjaźnie.	People of the same age seem to know how life works: how to pay bills on time, make a doctor's appointment, keep things tidy, shop regularly, manage finances, maintain friendships.
828	27	audhd	AU11	67	59. Underachievement, który boli badania + obserwacja kliniczna częste	59. Underachievement that hurts — research + clinical observation · common	Poczucie, że ma się potencjał, którego nie potrafi się zrealizować. Osoba wie, że jest inteligentna — widzi wzorce, rozumie złożone systemy, ma głębokie, oryginalne przemyślenia.	The feeling of having potential you cannot turn into reality. The person knows they are intelligent: they see patterns, understand complex systems, and have deep, original thoughts.
829	27	audhd	AU11	68	"60. Potrzeba rozumienia „dlaczego"" przed zrobieniem czegokolwiek badania + obserwacja kliniczna bardzo częste"	60. Needing to understand “why” before doing anything — research + clinical observation · very common	"„Po prostu to zrób"" nie działa. Nie z przekory, nie z lenistwa, nie z potrzeby kontroli. Mózg, który przetwarza świat „od dołu do góry"", potrzebuje kontekstu, żeby umieścić zadanie w większej strukturze."	“Just do it” does not work. Not out of defiance, laziness, or a need for control. A brain that processes the world bottom-up needs context in order to place a task inside a larger structure.
830	27	audhd	AU11	69	"61. Poczucie „bycia z innej planety"" badania + obserwacja kliniczna powszechne"	61. Feeling like you are “from another planet” — research + clinical observation · widespread	"To poczucie inności, które towarzyszy większości osób AuDHD od najwcześniejszych wspomnień — zanim miały na to jakiekolwiek słowa. Nie chodzi o poczucie „bycia gorszym"" (choć to może towarzyszyć)."	A sense of being different accompanies most people with AuDHD from their earliest memories, before they had any words for it. This is not necessarily a sense of “being worse”, although that can accompany it.
831	27	audhd	AU11	70	62. Głęboka potrzeba bycia zrozumianym, nie naprawionym głównie obserwacja kliniczna / doświadczenie powszechne	62. A deep need to be understood, not fixed — mainly clinical observation / lived experience · widespread	Ten ostatni punkt nie opisuje pojedynczej cechy w ścisłym sensie. Bardziej zbiera to, do czego prowadzą wcześniejsze obserwacje: wiele osób z AuDHD po latach zawstydzania, ciągłego poprawiania i prób dopasowania najbardziej potrzebuje nie kolejnych rad, tylko…	This final point does not describe a single feature in the strict sense. Rather, it gathers what the earlier observations lead to: after years of shaming, constant correction, and pressure to fit in, many people with AuDHD need not more advice, but…
832	27	audhd	AU11	71	Uwagi końcowe	Final notes	Jeżeli czytasz ten materiał po raz pierwszy, najważniejsze jest jedno: AuDHD nie oznacza po prostu „trochę autyzmu i trochę ADHD”.	If you are reading this material for the first time, the most important point is this: AuDHD does not simply mean “a bit of autism and a bit of ADHD”.
833	27	audhd	AU11	72	Bibliografia główna	Main bibliography	Część źródeł najlepiej podpiera cały obraz AuDHD, część lepiej podpiera konkretne punkty. Przy punktach bardziej doświadczeniowych dobierałem źródła najbliższe tematowi, zamiast udawać, że istnieje idealny artykuł dokładnie o danym sformułowaniu.	Some sources support the overall picture of AuDHD best; others support specific points more directly. For the more experiential points, I selected sources closest to the subject rather than pretending there is a perfect paper about every exact formulation.
834	28	audhd	AU12	1	Autyzm i regulacja mówienia	Autism and regulation of speech	Bardzo za mało albo bardzo za dużo — i co z tego wynika	Far too little or far too much — and what follows from that
835	28	audhd	AU12	2	Teza w postaci kompaktowej	The thesis in compact form	Osoby autystyczne zazwyczaj mówią albo bardzo za mało, albo bardzo za dużo w stosunku do tego, czego sytuacja społeczna od nich oczekuje.	Autistic people usually speak either far too little or far too much relative to what the social situation expects of them.
836	28	audhd	AU12	3	Rozwinięcie	Elaboration	Omówienie zagadnienia „Rozwinięcie” w kontekście opracowania „Autyzm i regulacja mówienia — teza i mechanizm”.	Discussion of “Elaboration” in the context of “Autism and regulation of speech — thesis and mechanism”.
837	28	audhd	AU12	4	"Skąd się bierze bimodalność „za mało lub za dużo"""	Where the “too little or too much” bimodality comes from	U osób neurotypowych ilość mówienia jest regulowana automatycznie, podświadomie, w czasie rzeczywistym — przez ciągłe odczytywanie sygnałów zwrotnych od rozmówcy (kontakt wzrokowy, mimika, postawa ciała, mikroskinienia głową, długość pauz).	In neurotypical people, the amount of speech is regulated automatically, subconsciously, and in real time through constant reading of feedback from the other person: eye contact, facial expression, posture, tiny nods, and the length of pauses.
838	28	audhd	AU12	5	Pragmatyka języka — gdzie leży specyficzny problem	Language pragmatics — where the specific difficulty lies	Loukusa i Moilanen (2009) w przeglądzie literatury pokazują, że deficyty pragmatyczne są obecne w autyzmie nawet wtedy, kiedy strukturalne aspekty języka (gramatyka, słownictwo) są zachowane lub ponadprzeciętne.	In their literature review, Loukusa and Moilanen (2009) show that pragmatic deficits are present in autism even when the structural aspects of language — grammar and vocabulary — are preserved or above average.
839	28	audhd	AU12	6	"Dlaczego łatwo „rozkręcić"" osobę autystyczną"	Why it is easy to “get an autistic person going”	"Mechanizm jest prosty i wynika bezpośrednio z trybu „za dużo"". Wystarczą trzy elementy:"	The mechanism is simple and follows directly from the “too much” mode. Three elements are enough:
840	28	audhd	AU12	7	Jak to wygląda od strony wykorzystującego	What it looks like from the exploiter's side	"Najczęściej nieświadomie. Przełożony, który chce wiedzieć, co naprawdę dzieje się w zespole, intuicyjnie wybiera do rozmowy osobę, która „wszystko wie i chętnie opowiada""."	Most often, it is unconscious. A manager who wants to know what is really happening in the team intuitively chooses to talk to the person who “knows everything and is happy to tell you”.
841	28	audhd	AU12	8	Co z tym zrobić	What to do about it	Zewnętrzny licznik czasu. Zegar na biurku, alarm w telefonie. Trzy minuty na odpowiedź. Pięć minut na monolog. Wtedy się przerywa, niezależnie czy temat jest skończony. Wewnętrzna regulacja zawodzi, zewnętrzna — fizyczna, mechaniczna — działa.	Use an external time counter. A clock on the desk, an alarm on the phone. Three minutes for an answer. Five minutes for a monologue. Then stop, regardless of whether the subject is finished. Internal regulation fails; external regulation — physical and mechanical — works.
842	28	audhd	AU12	9	Źródła	Sources	Grice, H. P. (1975). Logic and conversation. In P. Cole & J. L. Morgan (Eds.), Syntax and Semantics, Vol. 3: Speech Acts (pp. 41–58). New York: Academic Press.	Grice, H. P. (1975). Logic and conversation. In P. Cole & J. L. Morgan (Eds.), Syntax and Semantics, Vol. 3: Speech Acts (pp. 41–58). New York: Academic Press.
843	29	audhd	AU13	1	Co to znaczy, że mam AuDHD	What it means that I have AuDHD	Krótki przewodnik dla bliskich	A short guide for people close to me
844	29	audhd	AU13	2	Czym jest AuDHD	What AuDHD is	AuDHD to skrót oznaczający, że u jednej osoby współwystępują dwie rzeczy: autyzm (ASD) i ADHD. Nie jedno albo drugie — obydwa naraz, i wzajemnie na siebie wpływają.	AuDHD is shorthand for two things co-occurring in one person: autism (ASD) and ADHD. Not one or the other — both at once, interacting with each other.
845	29	audhd	AU13	3	To, co prawdopodobnie myślisz o ADHD — i dlaczego to nieprawda	What you probably think ADHD is — and why that is not true	"„ADHD to nadpobudliwe dziecko, które nie może usiedzieć w ławce."""	“ADHD is a hyperactive child who cannot sit still at a desk.”
846	29	audhd	AU13	4	To, co prawdopodobnie myślisz o autyzmie — i dlaczego to nieprawda	What you probably think autism is — and why that is not true	"„Autyzm to Rain Man. Albo dziecko, które się nie odzywa i kręci kółka."""	“Autism is Rain Man. Or a child who does not speak and spins wheels.”
847	29	audhd	AU13	5	Dlaczego AuDHD jest trudniejsze niż każde z osobna	Why AuDHD is harder than either condition on its own	ADHD i autyzm w wielu miejscach ciągną w przeciwne strony. Autyzm potrzebuje rutyny — ADHD nie znosi monotonii. Autyzm każe kontrolować każdą interakcję społeczną — ADHD wpycha impulsywne komentarze w środku tej kontroli.	ADHD and autism pull in opposite directions in many areas. Autism needs routine; ADHD cannot stand monotony. Autism pushes a person to control every social interaction; ADHD inserts impulsive comments right in the middle of that control.
848	29	audhd	AU13	6	"„Ale przecież wyglądałeś normalnie"""	“But you looked normal”	Tak. Bo na to szło prawie wszystko.	Yes. Because almost everything went into making that happen.
849	29	audhd	AU13	7	Co z tym zrobić	What to do about it	"Nic specjalnego. Wiedzieć. Nie mówić, że „wszyscy są trochę ADHD"" — bo to jest jak mówienie osobie z astmą, że każdemu się czasem ciężko oddycha. Nie szukać rozwiązań. Nie podważać diagnozy."	Nothing special. Know. Do not say “everyone is a little ADHD”, because that is like telling someone with asthma that everyone sometimes finds it hard to breathe. Do not look for solutions. Do not question the diagnosis.
850	30	audhd	AU14	1	Długa lista publikacji	Long list of publications	Omówienie zagadnienia „Długa lista publikacji” w kontekście opracowania „Długa lista publikacji — 4.00”.	Discussion of “Long list of publications” in the context of “Long list of publications — 4.00”.
851	30	audhd	AU14	2	Zestawienie	Overview	Książki, rozdziały i prace dyplomowe: 25 (książki samodzielne: 19; rozdziały w książkach: 5; thesis: 1). Artykuły naukowe: 77 (z DOI: 72; bez DOI: 5). Łącznie: 102 pozycje (lista główna: 77; Appendix 1: 20; Appendix 2: 5).	Books, chapters, and theses: 25 (stand-alone books: 19; book chapters: 5; thesis: 1). Scientific articles: 77 (with DOI: 72; without DOI: 5). Total: 102 items (main list: 77; Appendix 1: 20; Appendix 2: 5).
852	30	audhd	AU14	3	15 najważniejszych dla tego korpusu	The 15 most important for this body of work	Wybór dla osoby AuDHD w środowisku korporacyjnym: maskowanie, otwarte pętle, podwójna empatia, monotropizm, samoleczenie, ryzyko oraz bezpośrednie nakładanie się ASD i ADHD w dorosłości. Pierwotny TOP 10 zachowano; pięć nowych pozycji dopisano z Appendix 1.	A selection for a person with AuDHD in a corporate environment: camouflaging, open loops, double empathy, monotropism, self-medication, risk, and the direct overlap of ASD and ADHD in adulthood. The original TOP 10 was retained; five new items were added from Appendix 1.
853	30	audhd	AU14	4	Appendix 1 — ASD ↔ ADHD / AuDHD: uzupełnienie	Appendix 1 — ASD ↔ ADHD / AuDHD: supplement	20 nowych artykułów dodanych 2026-08-26: 7 pozycji wyprowadzonych z bibliografii/cytowań artykułu Centrum Aura oraz 13 pozycji dobranych dodatkowo pod zidentyfikowane luki: bezpośredni fenotyp ASD+ADHD, przebieg przez życie, rodziny i genetyka, funkcjonowanie…	20 new articles added on 2026-08-26: 7 items derived from the bibliography/citations of the Centrum Aura article and 13 additional items selected to address identified gaps: the direct ASD+ADHD phenotype, life-course development, families and genetics, functioning…
854	30	audhd	AU14	5	Appendix 2 — Po późnej diagnozie: co dalej?	Appendix 2 — After a late diagnosis: what next?	5 prac dodanych 2026-08-26 jako osobna odpowiedź na lukę praktyczną: nie „czym jest AuDHD / autyzm u dorosłych?”, lecz co dzieje się po rozpoznaniu w dorosłości, jakich form wsparcia ludzie potrzebują, co pomaga w przetworzeniu diagnozy, odzyskiwaniu…	5 papers added on 2026-08-26 as a separate response to a practical gap: not “what is AuDHD / autism in adults?”, but what happens after an adult diagnosis, what forms of support people need, and what helps them process the diagnosis and regain…
855	31	audhd	AU15	1	Ilu w Polsce jest osób z AuDHD?	How many people with AuDHD are there in Poland?	Wstęp do oszacowania — ekstrapolacja, założenia, zakres scenariuszy.	An introduction to the estimate — extrapolation, assumptions, and scenario range.
856	31	audhd	AU15	2	Streszczenie	Abstract	Pytanie o liczbę dorosłych osób z AuDHD (współwystępowaniem spektrum autyzmu i ADHD) w Polsce nie ma bezpośredniej odpowiedzi w danych krajowych.	There is no direct answer in Polish national data to the question of how many adults in Poland have AuDHD, meaning co-occurring autism spectrum disorder and ADHD.
857	31	audhd	AU15	3	1. Pytanie badawcze i jego ograniczenia	1. Research question and its limitations	AuDHD to nieformalna, opisowa nazwa współwystępowania spektrum autyzmu (ASD) i zespołu nadpobudliwości psychoruchowej z deficytem uwagi (ADHD). Nie jest osobną jednostką klasyfikacyjną ani w DSM-5-TR, ani w ICD-11.	AuDHD is an informal, descriptive term for the co-occurrence of autism spectrum disorder (ASD) and attention-deficit/hyperactivity disorder (ADHD). It is not a separate classification entity in either DSM-5-TR or ICD-11.
858	31	audhd	AU15	4	1.1. Trzy różne bariery, nie jedna	1.1. Three different barriers, not one	Zakaz współrozpoznania z DSM-IV bywa opisywany jako jedyna przeszkoda historyczna. W rzeczywistości dotyczące dorosłych Polaków bariery są trzy i są jakościowo różne:	The DSM-IV prohibition on co-diagnosis is often described as the only historical obstacle. In reality, there are three barriers affecting Polish adults, and they are qualitatively different:
859	31	audhd	AU15	5	2. Stan wiedzy	2. State of knowledge	Omówienie zagadnienia „2. Stan wiedzy” w kontekście opracowania „Ilu w Polsce jest osób z AuDHD? Wstęp do oszacowania - v03.00”.	Discussion of “2. State of knowledge” in the context of “How many people with AuDHD are there in Poland? An introduction to the estimate — v03.00”.
860	31	audhd	AU15	6	2.1. Częstość ASD u dorosłych	2.1. Prevalence of ASD in adults	Globalna mediana częstości ASD oszacowana na podstawie badań populacyjnych po 2000 roku wynosi 62 na 10 000, czyli około 0,62% (Fombonne i wsp.).	The global median prevalence of ASD estimated from population studies conducted after 2000 is 62 per 10,000, or about 0.62% (Fombonne et al.).
861	31	audhd	AU15	7	2.2. Częstość ADHD u dorosłych	2.2. Prevalence of ADHD in adults	Meta-analiza Song i wsp. (2021) na danych globalnych podaje dwa szacunki:	The meta-analysis by Song et al. (2021), based on global data, provides two estimates:
862	31	audhd	AU15	8	2.3. Stopień nakładania ASD i ADHD	2.3. Degree of overlap between ASD and ADHD	To jest współczynnik, który w całym rachunku waży najwięcej, i to w nim v01.00 miał największy błąd. Wartości publikowane rozjeżdżają się nie losowo, tylko systematycznie według rodzaju próby .	This is the coefficient that carries the greatest weight in the entire calculation, and it is where v01.00 contained its largest error. Published values diverge not randomly, but systematically according to sample type.
863	31	audhd	AU15	9	2.4. Populacja dorosłych w Polsce	2.4. Adult population of Poland	Według GUS na 31 marca 2026 ludność Polski wynosiła około 37,28 mln. Mediana wieku — 43 lata. Przyjmując strukturę wiekową z rewizji ONZ 2024, liczbę dorosłych (18 lat i więcej) można oszacować na około 30,5 mln.	According to Statistics Poland, on 31 March 2026 Poland's population was about 37.28 million. Median age: 43 years. Using the age structure from the UN 2024 revision, the number of adults aged 18 and over can be estimated at about 30.5 million.
864	31	audhd	AU15	10	3. Materiał i metoda	3. Material and method	Rachunek prowadzi się dwiema drogami (A i B), a wynik zestawia się z danymi systemowymi (C). Droga C nie jest trzecią estymacją — nie liczy wielkości populacji, tylko mierzy, jaka jej część jest widoczna w systemie.	The calculation is carried out by two routes, A and B, and the result is compared with system-level data, C. Route C is not a third estimate: it does not calculate population size, but measures what proportion of that population is visible to the system.
865	31	audhd	AU15	11	3.1. Model jest warunkowy, nie niezależnościowy	3.1. The model is conditional, not independence-based	To jest rozróżnienie kluczowe dla interpretacji całego rachunku, więc wypisuje się je wprost.	This distinction is crucial to interpreting the entire calculation, so it is stated explicitly.
866	31	audhd	AU15	12	3.2. Drogi rachunku	3.2. Calculation routes	Droga A — od strony autyzmu. AuDHD = populacja dorosłych razy częstość ASD razy f1. Droga wiodąca, bo f1 jest zmierzone lepiej niż f2.	Route A — from the autism side. AuDHD = adult population × ASD prevalence × f1. This is the primary route because f1 is measured better than f2.
867	31	audhd	AU15	13	4. Wyniki	4. Results	Omówienie zagadnienia „4. Wyniki” w kontekście opracowania „Ilu w Polsce jest osób z AuDHD? Wstęp do oszacowania - v03.00”.	Discussion of “4. Results” in the context of “How many people with AuDHD are there in Poland? An introduction to the estimate — v03.00”.
868	31	audhd	AU15	14	4.1. Droga A — od strony autyzmu	4.1. Route A — from the autism side	Częstość ASD 1,5% z 30,5 mln dorosłych daje 457 500 dorosłych w spektrum. Wynik zależy od tego, które f1 się przyjmie:	An ASD prevalence of 1.5% in 30.5 million adults gives 457,500 adults on the spectrum. The result depends on which f1 is adopted:
869	31	audhd	AU15	15	4.2. Droga B — od strony ADHD	4.2. Route B — from the ADHD side	Częstość ADHD 4,0% z 30,5 mln dorosłych daje 1 220 000 dorosłych z ADHD. Każdy wynik drogi A implikuje określone f2:	An ADHD prevalence of 4.0% in 30.5 million adults gives 1,220,000 adults with ADHD. Each result from route A implies a particular f2:
870	31	audhd	AU15	16	4.3. Zestawienie dróg	4.3. Comparison of routes	Wynik centralny: około 176 000 przy f1 = 38,5% i f2 = 14,4%. Przedział wynikający z niepewności samego f1, przy centralnych założeniach o częstości: 128 000–229 000 .	Central estimate: about 176,000 with f1 = 38.5% and f2 = 14.4%. The interval arising from uncertainty in f1 alone, under the central prevalence assumptions, is 128,000–229,000.
871	31	audhd	AU15	17	4.3a. Domknięcie wewnętrzne założeń	4.3a. Internal closure of assumptions	Ta sama liczba osób z AuDHD musi dać się policzyć z obu stron. Stąd warunek domknięcia:	The same number of people with AuDHD must be calculable from both directions. Hence the closure condition:
872	31	audhd	AU15	18	4.4. Droga C — diagnozy systemowe	4.4. Route C — system diagnoses	Ile z tych osób ma faktycznie obie diagnozy w dokumentacji?	How many of these people actually have both diagnoses recorded in their documentation?
